#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-09T12:20:21 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ522dbc517400	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/375/863&tab:{J/A+A/375/863/table3}&key:source=J/A+A/375/863&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/375/863/table3
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=V-I
#-out=F1
#-out=F2
#-out=F3
#-out=F4
#-out=F5
#
#
#RESOURCE=yCat_33750863
#Name: J/A+A/375/863
#Title: Photometry in NGC 2516 (Jeffries+, 2001)
#Table	J_A_A_375_863_table3:
#Name: J/A+A/375/863/table3
#Title: The photometric catalogue for NGC 2516
#Column	ID	(I5)	Star number	[ucd=meta.id]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? B-V colour index (1)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	F1	(I2)	[-1/1] V vs B-V membership flag (2)	[ucd=meta.code.member]
#Column	F2	(I2)	[-1/1] V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F3	(I2)	[-1/1] B-V vs V-I membership flag (2)	[ucd=meta.code.member]
#Column	F4	(I2)	[-1/1] Candidate membership flag (3)	[ucd=meta.code.member]
#Column	F5	(I1)	[0/1] Binarity flag (4)	[ucd=meta.code]
#ID;RAJ2000;DEJ2000;Vmag;B-V;V-I;F1;F2;F3;F4;F5
# ;"h:m:s";"d:m:s"; ; ; ; ; ; ; ;
#-----;------------;------------;------;------;------;--;--;--;--;-
12401;08 00 07.294;-60 37 55.22;17.724; 0.874; 0.945;-1;-1; 1;-1;0
12402;08 00 07.298;-60 31 10.46;20.466;      ; 1.883; 0;-1; 0;-1;0
12403;08 00 07.312;-60 53 17.18;18.689; 0.940; 1.243;-1;-1;-1;-1;0
12404;08 00 07.329;-61 01 51.17;10.428; 0.346; 0.455; 1; 1; 1; 1;1
12405;08 00 07.339;-60 44 05.26;17.587; 1.154; 1.269;-1;-1; 1;-1;0
12406;08 00 07.344;-60 46 16.15;19.078;      ; 1.612; 0;-1; 0;-1;0
12407;08 00 07.396;-61 06 58.69;18.550; 0.617; 0.828;-1;-1; 1;-1;0
12408;08 00 07.418;-61 03 17.82;19.658; 0.858; 1.731;-1;-1;-1;-1;0
12409;08 00 07.467;-60 45 31.94;18.496; 0.861; 0.974;-1;-1; 1;-1;0
12410;08 00 07.469;-60 29 14.25;20.119; 1.209; 0.761;-1;-1;-1;-1;0
12411;08 00 07.490;-60 27 23.99;19.672; 0.675; 0.974;-1;-1; 1;-1;0
12412;08 00 07.491;-60 42 34.25;17.619; 0.840; 0.975;-1;-1; 1;-1;0
12413;08 00 07.505;-61 08 13.66;18.683; 0.834; 0.825;-1;-1; 1;-1;0
12414;08 00 07.545;-60 47 18.32;17.919; 0.769; 0.896;-1;-1; 1;-1;0
12415;08 00 07.553;-60 49 18.99;19.716;      ; 1.208; 0;-1; 0;-1;0
12416;08 00 07.682;-60 40 59.51;10.135; 0.205; 0.261; 1; 1; 1; 1;1
12417;08 00 07.683;-60 28 49.31;12.531;      ; 0.350; 0;-1; 0;-1;0
12418;08 00 07.690;-60 52 08.32;19.773; 1.242; 1.707;-1;-1;-1;-1;0
12419;08 00 07.770;-61 03 54.89;20.272;      ; 1.437; 0;-1; 0;-1;0
12420;08 00 07.814;-60 23 06.65;19.389; 0.824; 0.731;-1;-1; 1;-1;0
12421;08 00 07.827;-61 04 37.87;19.872;      ; 0.837; 0;-1; 0;-1;0
12422;08 00 07.843;-61 11 00.04;19.460; 0.745; 0.958;-1;-1; 1;-1;0
12423;08 00 07.848;-60 30 48.66;15.928; 0.769; 0.922;-1;-1; 1;-1;0
12424;08 00 07.859;-60 29 47.01;20.434;      ; 1.497; 0;-1; 0;-1;0
12425;08 00 07.887;-60 25 19.99;19.132; 0.742; 1.256;-1;-1;-1;-1;0
12426;08 00 07.899;-60 44 30.99;16.251; 1.119; 1.203;-1;-1; 1;-1;0
12427;08 00 07.910;-60 43 23.37;17.505; 1.495; 1.883; 1;-1; 1;-1;0
12428;08 00 07.914;-60 36 51.99;19.573; 1.306; 1.285;-1;-1; 1;-1;0
12429;08 00 07.927;-60 32 12.68;17.195; 1.191; 0.513;-1;-1;-1;-1;0
12430;08 00 07.972;-60 51 02.18;19.368; 0.536; 0.586;-1;-1; 1;-1;0
12431;08 00 07.980;-60 28 51.43;12.520; 0.295; 0.338;-1;-1; 1;-1;0
12432;08 00 07.988;-60 45 32.77;19.026; 0.741; 0.713;-1;-1; 1;-1;0
12433;08 00 08.087;-60 32 09.41;15.924; 0.709; 0.864;-1;-1; 1;-1;0
12434;08 00 08.105;-61 07 53.96;19.623;      ; 1.917; 0;-1; 0;-1;0
12435;08 00 08.109;-61 02 09.80;17.765; 1.415; 1.651;-1;-1; 1;-1;0
12436;08 00 08.114;-61 10 13.41;19.558;      ; 1.636; 0;-1; 0;-1;0
12437;08 00 08.139;-60 59 38.10;18.164; 1.274; 1.639;-1;-1; 1;-1;0
12438;08 00 08.193;-60 38 41.20;18.193; 0.805; 0.945;-1;-1; 1;-1;0
12439;08 00 08.197;-60 45 54.35;19.940;      ; 2.255; 0;-1; 0;-1;0
12440;08 00 08.223;-61 11 15.15;18.228; 1.178; 1.353;-1;-1; 1;-1;0
12441;08 00 08.270;-60 51 41.41;18.121; 0.612; 0.850;-1;-1; 1;-1;0
12442;08 00 08.285;-60 25 49.85;16.857; 0.632; 0.838;-1;-1; 1;-1;0
12443;08 00 08.316;-60 56 48.93;12.252; 0.446; 0.573;-1;-1; 1;-1;0
12444;08 00 08.353;-61 02 16.38;19.758;      ; 2.244; 0;-1; 0;-1;0
12445;08 00 08.479;-60 24 46.57;19.709; 0.510; 0.717;-1;-1; 1;-1;0
12446;08 00 08.552;-60 26 48.54;16.876; 0.884; 0.977;-1;-1; 1;-1;0
12447;08 00 08.584;-60 39 27.31;18.176; 1.045; 1.203;-1;-1; 1;-1;0
12448;08 00 08.609;-60 59 02.27;17.589; 0.795; 0.867;-1;-1; 1;-1;0
12449;08 00 08.625;-60 48 21.84;19.680; 0.578; 0.520;-1;-1; 1;-1;0
12450;08 00 08.650;-60 27 27.05;18.813; 1.003; 0.993;-1;-1; 1;-1;0
12451;08 00 08.661;-60 51 31.96;16.862; 1.452; 1.808; 1; 1; 1; 1;0
12452;08 00 08.696;-60 33 30.98;15.932; 0.887; 0.876;-1;-1; 1;-1;0
12453;08 00 08.710;-61 00 48.35;17.091; 0.716; 0.898;-1;-1; 1;-1;0
12454;08 00 08.728;-60 28 20.01;19.907; 0.801; 1.491;-1;-1;-1;-1;0
12455;08 00 08.748;-61 03 57.08;18.237; 0.829; 1.082;-1;-1; 1;-1;0
12456;08 00 08.826;-60 47 00.06;19.747;      ; 1.098; 0;-1; 0;-1;0
12457;08 00 08.838;-61 03 53.50;19.627;      ; 1.723; 0;-1; 0;-1;0
12458;08 00 08.856;-60 33 16.12;17.629; 0.573; 0.786;-1;-1; 1;-1;0
12459;08 00 08.982;-60 28 56.42;19.792;      ; 1.500; 0;-1; 0;-1;0
12460;08 00 09.135;-60 38 58.22;18.471; 0.683; 1.093;-1;-1;-1;-1;0
12461;08 00 09.158;-61 03 31.91;16.607; 0.831; 1.031;-1;-1; 1;-1;0
12462;08 00 09.168;-60 28 16.09;20.176;      ; 2.962; 0; 1; 0; 1;0
12463;08 00 09.227;-60 22 22.81;19.770;      ; 2.643; 0;-1; 0;-1;0
12464;08 00 09.235;-60 39 30.70;17.601; 1.632; 2.605; 1;-1; 1;-1;0
12465;08 00 09.263;-61 11 37.47;18.475; 0.978; 1.215;-1;-1; 1;-1;0
12466;08 00 09.295;-61 08 33.70;14.760; 0.722; 0.833;-1;-1; 1;-1;0
12467;08 00 09.297;-60 46 27.51;16.256; 0.786; 0.933;-1;-1; 1;-1;0
12468;08 00 09.326;-61 13 28.44;18.304;      ; 2.474; 0; 1; 0; 1;1
12469;08 00 09.327;-61 05 35.10;18.694; 0.859; 1.278;-1;-1;-1;-1;0
12470;08 00 09.355;-60 19 35.65;13.958; 0.591; 0.762;-1;-1; 1;-1;0
12471;08 00 09.368;-60 45 40.62;17.684; 1.150; 1.321;-1;-1; 1;-1;0
12472;08 00 09.426;-60 33 35.58;13.292; 0.713; 0.819; 1; 1; 1; 1;0
12473;08 00 09.463;-61 11 22.10;19.140; 1.047; 1.269;-1;-1; 1;-1;0
12474;08 00 09.490;-60 27 47.67;21.208;      ; 1.920; 0;-1; 0;-1;0
12475;08 00 09.537;-60 46 47.31;18.997; 1.133; 1.144;-1;-1; 1;-1;0
12476;08 00 09.567;-60 19 06.81;17.772; 0.967; 1.065;-1;-1; 1;-1;0
12477;08 00 09.573;-61 01 51.38;18.650; 0.697;      ;-1; 0; 0;-1;0
12478;08 00 09.615;-60 23 01.57;17.046; 0.885; 1.872;-1; 1;-1;-1;0
12479;08 00 09.690;-60 55 20.68;19.596;      ; 0.991; 0;-1; 0;-1;0
12480;08 00 09.719;-60 44 46.84;17.613; 0.990; 0.680;-1;-1;-1;-1;0
12481;08 00 09.719;-60 45 29.24;19.017; 0.556; 0.785;-1;-1; 1;-1;0
12482;08 00 09.732;-60 38 09.55;16.320; 0.677; 0.852;-1;-1; 1;-1;0
12483;08 00 09.733;-61 11 01.56;18.477; 0.728; 0.768;-1;-1; 1;-1;0
12484;08 00 09.773;-60 50 47.20;19.348;      ; 1.709; 0;-1; 0;-1;0
12485;08 00 09.777;-60 21 06.55;20.699;      ; 2.790; 0;-1; 0;-1;0
12486;08 00 09.777;-60 25 22.96;17.548; 1.098; 1.288;-1;-1; 1;-1;0
12487;08 00 09.783;-60 28 41.73;20.505;      ; 1.115; 0;-1; 0;-1;0
12488;08 00 09.829;-60 58 14.44;19.099; 0.938; 1.157;-1;-1; 1;-1;0
12489;08 00 09.835;-60 25 40.53;19.905;      ; 0.325; 0;-1; 0;-1;0
12490;08 00 09.885;-61 08 49.06;19.810;      ; 2.449; 0;-1; 0;-1;0
12491;08 00 09.893;-60 53 44.68;16.346; 1.154; 1.398;-1;-1; 1;-1;0
12492;08 00 09.916;-61 06 13.64;17.161; 1.124; 1.287;-1;-1; 1;-1;0
12493;08 00 09.940;-60 27 50.57;19.359; 0.867; 1.051;-1;-1; 1;-1;0
12494;08 00 09.957;-60 26 43.78;20.669;      ; 2.755; 0;-1; 0;-1;0
12495;08 00 10.077;-60 31 22.63;17.166; 0.913; 1.008;-1;-1; 1;-1;0
12496;08 00 10.103;-60 37 40.99;17.211; 0.881; 1.011;-1;-1; 1;-1;0
12497;08 00 10.119;-61 02 00.46;20.057;      ; 1.891; 0;-1; 0;-1;0
12498;08 00 10.140;-60 59 58.89;13.552; 0.623; 0.781;-1;-1; 1;-1;0
12499;08 00 10.150;-60 27 42.92;19.246; 0.300; 0.723;-1;-1;-1;-1;0
12500;08 00 10.154;-60 26 19.69;18.801; 0.816; 1.170;-1;-1;-1;-1;0
12501;08 00 10.186;-61 07 36.59;14.148; 1.104; 1.195;-1; 1; 1;-1;1
12502;08 00 10.203;-60 37 25.02;16.818; 0.695; 0.844;-1;-1; 1;-1;0
12503;08 00 10.235;-60 23 05.33;15.236; 1.444; 1.508;-1; 1;-1;-1;1
12504;08 00 10.259;-60 19 26.78;19.962;      ; 1.308; 0;-1; 0;-1;0
12505;08 00 10.327;-61 04 41.77;20.284;      ; 1.227; 0;-1; 0;-1;0
12506;08 00 10.336;-61 07 09.77;18.236; 0.613; 0.855;-1;-1; 1;-1;0
12507;08 00 10.337;-61 05 39.78;19.107; 1.244; 1.029;-1;-1;-1;-1;0
12508;08 00 10.362;-61 12 33.47;14.522; 1.150; 1.346; 1;-1; 1;-1;0
12509;08 00 10.477;-61 06 04.36;20.532; 0.529; 1.050;-1;-1;-1;-1;0
12510;08 00 10.486;-61 06 42.98;17.876; 1.054; 1.094;-1;-1; 1;-1;0
12511;08 00 10.507;-60 56 55.29;18.854; 0.572; 0.898;-1;-1;-1;-1;0
12512;08 00 10.507;-61 05 54.38;16.763; 0.824; 0.958;-1;-1; 1;-1;0
12513;08 00 10.546;-60 24 07.95;21.006;      ; 2.532; 0;-1; 0;-1;0
12514;08 00 10.548;-60 57 42.11;15.411; 0.923; 1.026;-1;-1; 1;-1;0
12515;08 00 10.556;-60 39 00.19;17.518; 0.863; 1.012;-1;-1; 1;-1;0
12516;08 00 10.578;-60 22 00.35;17.872; 1.538; 1.755; 1;-1; 1;-1;0
12517;08 00 10.624;-60 40 25.76;15.219; 0.774; 0.897;-1;-1; 1;-1;0
12518;08 00 10.632;-60 23 50.45;18.364; 0.968; 1.076;-1;-1; 1;-1;0
12519;08 00 10.649;-60 58 42.43;15.639; 0.779; 0.919;-1;-1; 1;-1;0
12520;08 00 10.653;-60 24 31.98;20.647; 0.250; 1.030;-1;-1;-1;-1;0
12521;08 00 10.673;-60 53 15.86;15.425; 0.680; 0.843;-1;-1; 1;-1;0
12522;08 00 10.680;-61 00 20.07;18.557; 1.122; 1.470;-1;-1; 1;-1;0
12523;08 00 10.696;-60 48 25.32;16.118; 1.143; 1.184;-1;-1; 1;-1;0
12524;08 00 10.742;-60 38 27.94;19.303; 0.905; 0.849;-1;-1; 1;-1;0
12525;08 00 10.767;-60 19 10.86;18.644; 0.932; 0.986;-1;-1; 1;-1;0
12526;08 00 10.783;-61 11 21.70;17.042; 1.483; 0.398; 1;-1;-1;-1;0
12527;08 00 10.843;-60 51 02.50;17.464; 0.813; 0.943;-1;-1; 1;-1;0
12528;08 00 10.844;-60 21 35.67;20.599;      ; 1.914; 0;-1; 0;-1;0
12529;08 00 10.858;-60 22 01.29;18.387; 0.604; 1.060;-1;-1;-1;-1;0
12530;08 00 10.858;-60 29 41.81;17.771; 1.149; 1.579;-1;-1;-1;-1;0
12531;08 00 10.873;-61 11 13.76;16.707; 0.869; 1.014;-1;-1; 1;-1;0
12532;08 00 10.918;-60 29 38.53;16.946; 1.307; 1.408;-1;-1; 1;-1;0
12533;08 00 11.007;-60 31 31.09;18.846; 0.721; 0.822;-1;-1; 1;-1;0
12534;08 00 11.009;-61 02 41.62;19.073; 1.067; 1.179;-1;-1; 1;-1;0
12535;08 00 11.209;-61 03 15.30;18.222; 1.057; 1.262;-1;-1; 1;-1;0
12536;08 00 11.223;-60 52 47.02;17.871; 0.780; 0.930;-1;-1; 1;-1;0
12537;08 00 11.277;-61 05 31.47;18.702; 0.831; 0.831;-1;-1; 1;-1;0
12538;08 00 11.317;-60 25 32.40;20.261; 0.225; 0.191;-1;-1; 1;-1;0
12539;08 00 11.323;-60 51 12.54;19.638;      ; 1.095; 0;-1; 0;-1;0
12540;08 00 11.325;-60 49 57.52;18.032; 1.233; 1.552;-1;-1; 1;-1;0
12541;08 00 11.334;-60 40 46.44;17.467; 0.977; 1.002;-1;-1; 1;-1;0
12542;08 00 11.378;-60 29 55.65;15.157; 1.523; 0.889;-1;-1;-1;-1;0
12543;08 00 11.390;-61 01 33.23;16.248; 1.326; 1.593; 1; 1; 1; 1;0
12544;08 00 11.399;-61 02 32.05;15.029; 0.603; 0.769;-1;-1; 1;-1;0
12545;08 00 11.451;-60 27 32.23;18.074; 0.937; 1.037;-1;-1; 1;-1;0
12546;08 00 11.454;-61 10 03.47;20.230;      ; 1.531; 0;-1; 0;-1;0
12547;08 00 11.505;-60 54 13.66;15.542; 0.991; 1.153;-1;-1; 1;-1;0
12548;08 00 11.539;-60 25 00.44;19.127; 0.732; 1.040;-1;-1;-1;-1;0
12549;08 00 11.544;-61 10 41.63;16.712; 0.973; 1.095;-1;-1; 1;-1;0
12550;08 00 11.557;-60 29 52.93;15.127; 0.825; 0.904;-1;-1; 1;-1;0
12551;08 00 11.579;-60 45 45.08;14.011; 0.486; 0.622;-1;-1; 1;-1;0
12552;08 00 11.620;-60 59 09.13;18.701;      ; 1.666; 0;-1; 0;-1;0
12553;08 00 11.626;-60 48 32.43;16.967; 1.533; 1.860; 1; 1; 1; 1;0
12554;08 00 11.668;-60 25 26.55;19.768; 1.090; 1.318;-1;-1; 1;-1;0
12555;08 00 11.682;-60 20 59.13;20.223; 0.782; 0.734;-1;-1; 1;-1;0
12556;08 00 11.716;-60 32 25.70;19.133; 0.609; 0.811;-1;-1; 1;-1;0
12557;08 00 11.752;-60 24 04.86;19.889; 0.817; 0.783;-1;-1; 1;-1;0
12558;08 00 11.794;-60 35 13.38;20.710; 0.456;      ;-1; 0; 0;-1;0
12559;08 00 11.809;-60 25 05.29;18.394; 1.679; 2.411; 1; 1; 1; 1;0
12560;08 00 11.876;-60 26 03.42;19.587; 0.527; 0.898;-1;-1;-1;-1;0
12561;08 00 11.905;-61 13 24.33;19.806;      ; 1.076; 0;-1; 0;-1;0
12562;08 00 11.944;-60 23 35.55;16.651; 0.647; 0.835;-1;-1; 1;-1;0
12563;08 00 11.964;-60 35 20.00;17.320; 1.515; 2.509; 1;-1; 1;-1;0
12564;08 00 11.968;-60 28 31.69;19.587;      ; 1.464; 0;-1; 0;-1;0
12565;08 00 11.992;-60 42 53.68;15.489; 1.217; 1.295; 1; 1; 1; 1;0
12566;08 00 12.014;-60 34 26.13;19.824; 1.038; 1.178;-1;-1; 1;-1;0
12567;08 00 12.022;-60 43 26.27;11.575; 0.630; 0.850; 1;-1; 1;-1;0
12568;08 00 12.025;-60 23 08.25;20.250;      ; 0.885; 0;-1; 0;-1;0
12569;08 00 12.036;-60 25 59.07;20.349;      ; 2.650; 0;-1; 0;-1;0
12570;08 00 12.062;-60 37 56.11;17.781; 0.419; 0.448;-1;-1; 1;-1;0
12571;08 00 12.095;-61 08 24.08;20.220; 0.790; 1.036;-1;-1; 1;-1;0
12572;08 00 12.097;-60 47 42.57;18.967;      ; 2.303; 0;-1; 0;-1;0
12573;08 00 12.159;-60 46 15.31;18.372; 1.109; 1.079;-1;-1; 1;-1;0
12574;08 00 12.167;-61 06 07.28;19.763;      ; 1.632; 0;-1; 0;-1;0
12575;08 00 12.217;-60 29 47.68;18.366; 1.185; 1.037;-1;-1;-1;-1;0
12576;08 00 12.269;-61 02 35.74;19.755; 0.413; 1.152;-1;-1;-1;-1;0
12577;08 00 12.288;-60 46 53.66;18.732; 0.835; 0.879;-1;-1; 1;-1;0
12578;08 00 12.326;-60 32 15.72;20.366;      ; 1.504; 0;-1; 0;-1;0
12579;08 00 12.433;-60 52 41.81;16.933; 0.804; 0.941;-1;-1; 1;-1;0
12580;08 00 12.467;-60 21 07.91;20.317;      ; 1.592; 0;-1; 0;-1;0
12581;08 00 12.496;-60 19 54.01;18.595; 1.652; 2.162; 1;-1; 1;-1;0
12582;08 00 12.507;-60 30 47.62;17.304; 0.872; 0.975;-1;-1; 1;-1;0
12583;08 00 12.521;-60 21 25.14;15.208; 0.789; 0.860;-1;-1; 1;-1;0
12584;08 00 12.547;-60 48 10.94;15.227; 0.633; 0.786;-1;-1; 1;-1;0
12585;08 00 12.558;-60 57 15.88;18.314; 0.879; 1.085;-1;-1; 1;-1;0
12586;08 00 12.562;-60 27 21.18;19.610; 1.666; 1.836; 1;-1;-1;-1;0
12587;08 00 12.580;-60 23 29.67;19.126;      ; 1.541; 0;-1; 0;-1;0
12588;08 00 12.670;-60 58 46.22;19.790;      ; 1.237; 0;-1; 0;-1;0
12589;08 00 12.692;-60 27 25.72;18.483; 1.223; 1.780;-1;-1;-1;-1;0
12590;08 00 12.794;-60 50 50.73;18.199; 0.662; 1.041;-1;-1;-1;-1;0
12591;08 00 12.827;-60 56 05.93;19.761;      ; 1.038; 0;-1; 0;-1;0
12592;08 00 12.842;-60 21 12.97;19.446; 0.827; 1.244;-1;-1;-1;-1;0
12593;08 00 12.899;-60 46 12.36;19.613;      ; 1.284; 0;-1; 0;-1;0
12594;08 00 12.964;-61 10 22.66;17.438; 0.663; 0.857;-1;-1; 1;-1;0
12595;08 00 12.974;-60 50 02.89;19.557;      ; 0.671; 0;-1; 0;-1;0
12596;08 00 12.998;-60 47 26.60;19.207; 0.742; 0.533;-1;-1;-1;-1;0
12597;08 00 13.014;-60 41 46.00;15.848; 1.267; 1.462; 1; 1; 1; 1;0
12598;08 00 13.050;-60 45 18.42;19.026; 0.503; 1.130;-1;-1;-1;-1;0
12599;08 00 13.056;-60 30 32.48;18.723; 1.051; 1.132;-1;-1; 1;-1;0
12600;08 00 13.074;-60 53 13.09;16.561; 1.491; 2.015; 1; 1; 1; 1;1
12601;08 00 13.091;-60 26 08.78;19.883;      ; 1.233; 0;-1; 0;-1;0
12602;08 00 13.113;-60 27 08.64;19.186; 0.633; 0.554;-1;-1;-1;-1;0
12603;08 00 13.125;-60 26 34.90;18.419; 0.878; 0.998;-1;-1; 1;-1;0
12604;08 00 13.144;-60 51 29.30;17.720; 0.839; 0.938;-1;-1; 1;-1;0
12605;08 00 13.175;-60 26 28.10;20.151; 0.716; 0.940;-1;-1; 1;-1;0
12606;08 00 13.176;-60 49 05.76;19.742;      ; 1.337; 0;-1; 0;-1;0
12607;08 00 13.200;-61 01 21.32;16.356; 0.923; 1.015;-1;-1; 1;-1;0
12608;08 00 13.223;-60 52 27.89;18.492; 0.650; 0.995;-1;-1;-1;-1;0
12609;08 00 13.237;-61 05 11.17;19.726; 0.790; 0.844;-1;-1; 1;-1;0
12610;08 00 13.241;-60 44 55.95;14.600; 0.548; 0.673;-1;-1; 1;-1;0
12611;08 00 13.264;-60 52 55.72;19.777;      ; 2.072; 0;-1; 0;-1;0
12612;08 00 13.307;-60 25 48.83;20.640;      ; 1.844; 0;-1; 0;-1;0
12613;08 00 13.309;-60 55 16.57;19.888;      ; 2.849; 0; 1; 0; 1;0
12614;08 00 13.319;-61 02 45.86;19.354; 0.629; 0.897;-1;-1; 1;-1;0
12615;08 00 13.363;-60 27 15.94;17.016; 0.946; 1.037;-1;-1; 1;-1;0
12616;08 00 13.397;-60 19 33.17;18.481; 0.483; 0.790;-1;-1; 1;-1;0
12617;08 00 13.437;-61 06 25.12;18.843; 1.117; 1.025;-1;-1; 1;-1;0
12618;08 00 13.576;-61 07 58.98;15.994; 0.653; 0.818;-1;-1; 1;-1;0
12619;08 00 13.579;-60 22 10.85;20.672;      ; 0.987; 0;-1; 0;-1;0
12620;08 00 13.580;-60 28 15.03;17.176; 0.714; 0.888;-1;-1; 1;-1;0
12621;08 00 13.641;-60 38 47.36;20.651;      ; 3.101; 0; 1; 0; 1;0
12622;08 00 13.659;-60 57 31.42;18.286; 1.523; 1.752; 1;-1; 1;-1;0
12623;08 00 13.675;-60 41 40.36;19.099; 0.498; 1.026;-1;-1;-1;-1;0
12624;08 00 13.705;-60 50 25.09;19.338; 0.659; 0.788;-1;-1; 1;-1;0
12625;08 00 13.750;-60 18 35.15;19.379;      ; 0.775; 0;-1; 0;-1;0
12626;08 00 13.759;-60 46 46.44;20.088;      ; 2.733; 0;-1; 0;-1;0
12627;08 00 13.763;-60 42 56.17;15.065; 0.591; 0.771;-1;-1; 1;-1;0
12628;08 00 13.841;-60 45 10.39;14.507;      ; 1.135; 0; 1; 0; 1;1
12629;08 00 13.846;-60 24 03.51;20.699;      ; 1.786; 0;-1; 0;-1;0
12630;08 00 13.941;-60 27 50.94;19.061; 0.627; 0.904;-1;-1; 1;-1;0
12631;08 00 13.946;-61 07 16.34;18.913; 1.165; 1.625;-1;-1;-1;-1;0
12632;08 00 14.035;-60 26 41.73;20.084; 1.054; 1.062;-1;-1; 1;-1;0
12633;08 00 14.057;-61 06 30.61;18.128; 0.817; 0.933;-1;-1; 1;-1;0
12634;08 00 14.074;-60 33 39.97;17.887; 0.687; 0.917;-1;-1; 1;-1;0
12635;08 00 14.098;-61 05 11.07;17.837; 1.527; 1.832; 1;-1; 1;-1;0
12636;08 00 14.100;-60 46 18.13;19.835;      ; 1.967; 0;-1; 0;-1;0
12637;08 00 14.132;-60 36 37.33;20.003; 0.779; 1.102;-1;-1;-1;-1;0
12638;08 00 14.145;-60 51 12.52;19.256; 0.632; 0.559;-1;-1; 1;-1;0
12639;08 00 14.175;-60 20 13.17;16.750; 0.821; 0.916;-1;-1; 1;-1;0
12640;08 00 14.186;-60 25 29.36;21.053;      ; 1.655; 0;-1; 0;-1;0
12641;08 00 14.193;-60 43 13.76;18.237; 0.816; 0.927;-1;-1; 1;-1;0
12642;08 00 14.254;-60 51 32.28;17.164; 0.831; 0.959;-1;-1; 1;-1;0
12643;08 00 14.286;-60 40 15.50;18.022; 1.375; 1.769;-1;-1; 1;-1;0
12644;08 00 14.345;-61 08 49.83;16.804; 0.862; 1.080;-1;-1; 1;-1;0
12645;08 00 14.383;-60 43 34.75;17.165; 0.780; 1.184;-1;-1;-1;-1;0
12646;08 00 14.407;-61 06 32.50;17.670; 0.980; 1.138;-1;-1; 1;-1;0
12647;08 00 14.423;-60 24 00.55;20.003; 1.069; 1.174;-1;-1; 1;-1;0
12648;08 00 14.427;-61 06 18.02;18.634; 1.382; 1.886;-1;-1; 1;-1;0
12649;08 00 14.491;-60 45 15.38;12.362; 0.587; 0.741; 1; 1; 1; 1;1
12650;08 00 14.576;-61 06 59.96;19.475; 1.353; 1.599;-1;-1; 1;-1;0
12651;08 00 14.606;-60 50 31.12;16.898; 0.618; 0.870;-1;-1;-1;-1;0
12652;08 00 14.625;-60 41 53.15;20.019;      ; 2.068; 0;-1; 0;-1;0
12653;08 00 14.656;-60 50 34.73;16.955; 0.815; 0.994;-1;-1; 1;-1;0
12654;08 00 14.669;-61 03 18.15;19.396; 0.765; 1.244;-1;-1;-1;-1;0
12655;08 00 14.681;-61 00 41.49;18.177; 0.710; 0.898;-1;-1; 1;-1;0
12656;08 00 14.694;-61 10 30.69;20.338; 0.681; 0.522;-1;-1;-1;-1;0
12657;08 00 14.712;-61 00 00.53;18.410; 0.724; 0.827;-1;-1; 1;-1;0
12658;08 00 14.720;-60 39 17.54;18.807; 1.385; 1.649;-1;-1; 1;-1;0
12659;08 00 14.723;-61 11 39.40;18.701; 1.100; 1.309;-1;-1; 1;-1;0
12660;08 00 14.727;-60 26 05.46;18.634; 0.877; 1.059;-1;-1; 1;-1;0
12661;08 00 14.784;-60 20 30.73;18.923; 0.855; 0.903;-1;-1; 1;-1;0
12662;08 00 14.834;-60 33 10.42;19.898;      ; 2.229; 0;-1; 0;-1;0
12663;08 00 14.871;-60 24 45.47;19.294; 1.341; 1.913;-1;-1;-1;-1;0
12664;08 00 14.883;-60 43 34.63;15.920; 0.726; 0.853;-1;-1; 1;-1;0
12665;08 00 14.889;-61 03 50.59;15.165; 0.953; 1.099;-1;-1; 1;-1;0
12666;08 00 14.891;-61 00 12.56;17.708; 0.849; 1.025;-1;-1; 1;-1;0
12667;08 00 14.904;-60 20 36.87;18.168; 0.722; 0.878;-1;-1; 1;-1;0
12668;08 00 14.958;-61 04 59.78;17.374; 0.810; 0.972;-1;-1; 1;-1;0
12669;08 00 14.970;-60 46 34.25;19.079;      ; 1.353; 0;-1; 0;-1;0
12670;08 00 14.977;-60 49 30.01;18.266; 0.833; 0.964;-1;-1; 1;-1;0
